,date,smp_max,smp_min,smp_mean,temp,max_temp,min_temp,ws,prec,humid,angry,body_temp,tour,supply,pc1,pc2,period,kpi,population
291,2018-11-19,161.95,134.92,154.05,12.6,16.7,7.6,3.2,0.0,0.586,55.3,11.9,38067,69.59,7.498540679428913,-0.4332201205721077,cs,105.122,667140.0
292,2018-11-20,163.5,147.68,156.51,11.9,16.0,5.9,2.9,0.0,0.56,54.2,11.2,31739,70.5,8.976918407634836,-0.490629905512123,cs,105.10266666666666,667144.0
293,2018-11-21,160.43,144.61,154.65,12.8,16.7,8.1,2.3,0.0,0.647,55.6,12.4,33385,69.77,6.932891139565455,-0.6491846266899436,cs,105.08333333333333,667149.0
294,2018-11-22,169.43,146.41,156.96,10.3,13.5,5.3,4.6,0.0,0.602,52.1,8.7,39402,73.43,12.51665932230409,0.3138884428293259,cs,105.064,667153.0
295,2018-11-23,206.5,149.07,162.23,8.8,13.8,4.1,2.5,0.0,0.617,49.8,7.8,40760,73.38,15.335982277932606,-0.2187966342661098,cs,105.04466666666667,667157.0
296,2018-11-24,177.86,102.11,152.31,13.7,18.8,4.4,3.8,0.1,0.6920000000000001,56.8,13.0,39647,67.55,5.341022378314721,-0.48985939560620906,cs,105.02533333333334,667161.0
297,2018-11-25,183.49,98.81,153.78,12.7,18.1,7.3,2.4,0.0,0.738,55.2,12.3,36082,66.51,7.320087577004872,-0.8134190916174627,cs,105.006,667166.0
298,2018-11-26,165.59,99.82,154.21,14.1,18.1,9.1,2.0,0.1,0.8109999999999999,57.4,13.8,36601,69.48,4.312129179924615,-0.7729958171055773,cs,104.98666666666666,667170.0
299,2018-11-27,163.26,139.53,155.4,14.5,20.8,11.6,2.9,0.0,0.7859999999999999,57.9,14.1,32307,69.31,3.6117211162806373,-0.7483996717378617,cs,104.96733333333333,667174.0
300,2018-11-28,204.02,140.26,163.78,13.2,18.7,8.6,3.1,0.0,0.637,56.0,12.6,31704,71.08,6.356156447993997,-0.6144410959277591,cs,104.94800000000001,667178.0
301,2018-11-29,204.23,144.53,162.1,13.1,18.0,8.3,2.4,0.0,0.633,56.0,12.6,36654,70.04,6.402268219148545,-0.5960762163286988,cs,104.92866666666667,667183.0
302,2018-11-30,185.96,149.17,164.16,13.3,17.4,8.8,2.2,0.0,0.6509999999999999,56.3,12.9,36352,69.44,5.939024560621895,-0.6632481317102314,cs,104.90933333333334,667187.0
303,2018-12-01,189.08,106.18,169.49,13.7,17.6,10.8,2.7,0.0,0.647,56.9,13.3,36917,67.57,5.1149431249053965,-0.6487993717369854,winter,104.89,667191.0
304,2018-12-02,193.06,88.98,161.04,17.5,21.5,12.2,3.8,0.2,0.812,62.9,17.3,32222,64.17,-3.0336476899504823,-0.4675820128064126,winter,104.89064516129032,667196.0
305,2018-12-03,196.23,160.5,173.87,18.9,21.7,16.9,2.3,0.2,0.9259999999999999,65.6,18.8,32165,67.14,-6.403958244051325,-0.1059141884261091,winter,104.89129032258064,667200.0
306,2018-12-04,194.37,140.39,175.42,15.1,20.2,10.2,4.2,0.3,0.846,59.4,14.2,30418,70.67,2.1967910776231965,0.030748404904875768,winter,104.89193548387097,667205.0
307,2018-12-05,196.52,142.83,170.85,10.5,16.4,7.3,3.8,0.0,0.653,52.3,9.1,30528,73.29,12.074683154513162,0.10807132210595474,winter,104.89258064516129,667210.0
308,2018-12-06,219.62,155.96,174.03,10.1,13.7,7.8,4.0,0.3,0.82,51.0,8.6,35722,75.18,13.457260550726875,-0.2817235123149176,winter,104.89322580645161,667215.0
309,2018-12-07,216.15,156.96,178.78,5.6,11.7,2.1,5.4,0.0,0.6729999999999999,45.0,2.8,35352,81.61,22.850286695695814,1.004746602574694,winter,104.89387096774193,667219.0
310,2018-12-08,217.74,151.6,168.4,3.8,7.1,1.4,4.5,0.0,0.6920000000000001,42.0,1.2,36345,80.06,26.6736585692956,0.598187862037733,winter,104.89451612903225,667224.0
311,2018-12-09,195.18,89.28,168.12,3.6,6.3,1.8,3.4,0.0,0.609,42.6,1.2,33896,78.29,26.331059523179988,1.020411081077961,winter,104.89516129032258,667229.0
312,2018-12-10,201.14,154.04,176.1,7.0,11.0,3.7,3.1,0.0,0.5870000000000001,47.6,5.4,32998,79.78,18.989214225646666,0.4838062679316259,winter,104.8958064516129,667233.0
313,2018-12-11,219.71,152.11,170.77,9.3,12.6,6.8,3.8,0.6,0.878,49.3,7.7,29516,79.03,15.518978519848856,-0.5574692867616751,winter,104.89645161290322,667238.0
314,2018-12-12,194.73,148.38,175.2,6.8,10.4,3.3,5.1,0.0,0.659,46.9,4.4,30416,84.42,20.1007601944686,0.8147566109954986,winter,104.89709677419354,667243.0
315,2018-12-13,219.21,151.06,174.66,7.2,9.6,3.3,4.9,0.0,0.603,47.8,5.0,35277,83.11,18.956861583202944,0.8731595101534868,winter,104.89774193548386,667248.0
316,2018-12-14,199.22,149.14,173.6,5.7,9.3,1.7,4.3,0.0,0.62,45.5,3.4,36095,83.54,22.13460512351027,0.8612485006351304,winter,104.89838709677419,667252.0
317,2018-12-15,198.86,161.02,173.94,6.1,10.7,0.7,2.5,0.0,0.611,46.1,4.7,37339,79.37,20.84969722177816,0.20613060229499613,winter,104.89903225806451,667257.0
318,2018-12-16,175.56,151.39,166.51,9.1,11.0,5.0,2.8,0.2,0.838,49.3,8.0,35216,74.17,15.457593240152748,-0.7439284136680167,winter,104.89967741935483,667262.0
319,2018-12-17,177.14,161.58,166.48,9.8,11.8,5.7,6.0,0.0,0.544,51.7,7.9,36579,82.0,13.446723429040507,0.743887563875122,winter,104.90032258064517,667266.0
320,2018-12-18,201.05,161.49,172.24,9.1,12.7,2.1,4.3,0.0,0.551,50.6,7.4,33856,80.85,14.82269527590963,0.5376851881987953,winter,104.90096774193549,667271.0
321,2018-12-19,176.76,161.0,167.02,12.8,17.6,0.9,3.7,0.0,0.603,55.5,12.1,32066,73.9,7.158970392974779,-0.49024465055916633,winter,104.90161290322581,667276.0
322,2018-12-20,218.66,155.58,168.83,12.8,16.4,10.9,2.9,0.5,0.879,55.1,12.2,35417,76.57,7.397649177922844,-0.8216365858220532,winter,104.90225806451613,667280.0
323,2018-12-21,216.32,149.78,173.92,14.9,17.8,11.0,2.6,0.0,0.843,58.8,14.7,36301,71.74,2.467822505014986,-0.689996772579873,winter,104.90290322580645,667285.0
324,2018-12-22,177.75,103.24,163.91,13.0,16.7,10.2,2.4,0.1,0.8190000000000001,55.6,12.6,42709,71.11,6.738261715919559,-0.8347069766243707,winter,104.90354838709678,667290.0
325,2018-12-23,198.5,147.55,170.15,10.2,15.5,6.1,4.7,0.2,0.708,51.7,8.6,37158,74.77,12.903855759743507,0.14965397790180512,winter,104.9041935483871,667295.0
326,2018-12-24,214.49,160.5,170.59,6.7,11.3,3.1,4.1,0.0,0.621,46.9,4.5,34955,80.25,20.095669024954745,0.7587251952264062,winter,104.90483870967742,667299.0
327,2018-12-25,191.42,147.53,169.78,7.6,11.3,3.0,2.6,0.0,0.662,47.9,6.4,34250,74.63,17.983102897823017,-0.17759923342322012,winter,104.90548387096774,667304.0
328,2018-12-26,205.36,161.71,172.32,8.8,11.5,6.1,3.7,0.0,0.6809999999999999,49.7,7.2,39207,80.19,15.71567035334713,0.16333222796913446,winter,104.90612903225806,667309.0
329,2018-12-27,208.27,161.88,174.74,4.0,10.4,0.3,5.9,0.0,0.64,42.9,0.6,38272,89.53,26.236418788359867,1.586076064811683,winter,104.90677419354839,667313.0
330,2018-12-28,214.13,161.88,180.16,1.7,4.5,-0.7,6.4,0.0,0.6609999999999999,39.3,-2.2,39414,90.76,31.339607394177914,1.7786038068457635,winter,104.90741935483871,667318.0
331,2018-12-29,209.51,152.53,171.66,2.7,5.8,-0.1,5.1,0.0,0.614,41.4,-0.6,45381,86.13,28.537363572451554,1.7538413944120599,winter,104.90806451612903,667323.0
332,2018-12-30,200.64,159.99,175.13,3.2,6.0,1.4,4.4,0.0,0.6459999999999999,41.8,0.3,40160,84.29,27.556096525046733,1.2494459779981082,winter,104.90870967741935,667328.0
333,2018-12-31,211.99,104.37,170.41,4.7,8.1,2.2,3.7,0.0,0.629,44.0,2.4,37729,85.75,24.194808712801514,0.825126600702019,winter,104.90935483870967,667332.0
334,2019-01-01,168.22,71.64,138.28,5.1,6.6,3.7,5.3,0.0,0.633,44.6,2.2,31232,81.11,23.677944921095428,1.285953132884184,winter,104.91,667337.0
335,2019-01-02,192.93,142.55,158.79,4.9,7.7,3.0,4.2,0.0,0.612,44.5,2.5,36544,90.17,23.68903007280343,1.0352450960041644,winter,104.92258064516129,667343.0
336,2019-01-03,183.19,145.41,155.71,5.4,10.3,2.4,3.4,0.0,0.647,44.9,3.4,35124,87.34,22.707763025398616,0.5308496795902095,winter,104.93516129032258,667349.0
337,2019-01-04,175.35,142.88,157.04,6.8,11.5,2.0,2.5,0.1,0.79,45.8,5.4,34701,85.2,20.385905533229874,-0.6359443523965566,winter,104.94774193548386,667355.0
338,2019-01-05,164.41,106.06,147.77,7.5,12.7,5.1,3.8,0.0,0.728,47.4,5.5,35357,83.75,18.852393292013765,0.18908775462080557,winter,104.96032258064515,667361.0
339,2019-01-06,192.13,100.08,152.83,6.4,12.2,3.4,4.0,0.0,0.662,46.2,4.3,35079,82.32,20.843703239584006,0.5128700549441116,winter,104.97290322580645,667367.0
340,2019-01-07,193.97,140.41,160.03,6.8,12.7,3.2,3.6,0.0,0.679,46.7,4.9,37015,85.12,19.989686353934818,0.3142773142073681,winter,104.98548387096774,667373.0
341,2019-01-08,190.67,146.52,153.94,7.1,11.9,3.4,4.9,0.0,0.637,47.5,4.7,35071,88.68,19.373993470575048,0.9219665459359616,winter,104.99806451612903,667379.0
342,2019-01-09,193.5,146.75,160.34,4.5,6.9,1.4,3.6,0.0,0.578,44.2,2.2,33477,88.52,24.244497273639176,1.1391467705838114,winter,105.01064516129031,667385.0
343,2019-01-10,192.45,144.49,161.03,7.0,11.5,4.9,3.6,0.0,0.665,47.0,5.1,37715,86.79,19.57764563607657,0.32150169419398544,winter,105.0232258064516,667391.0
344,2019-01-11,192.51,138.01,158.77,7.8,11.4,5.2,2.7,0.0,0.727,47.8,6.4,37002,83.32,17.963349786918045,-0.2785779025950261,winter,105.0358064516129,667397.0
345,2019-01-12,192.24,138.99,160.42,8.9,14.3,5.6,3.3,0.1,0.764,49.3,7.5,40113,80.81,15.805831485803852,-0.3352171776291287,winter,105.04838709677419,667403.0
346,2019-01-13,192.73,99.82,155.67,7.7,12.1,4.0,3.7,0.0,0.672,48.0,6.0,38651,81.62,18.06933245793796,0.16586997842401505,winter,105.06096774193549,667409.0
347,2019-01-14,188.16,132.94,159.58,7.3,13.1,3.4,3.2,0.0,0.6729999999999999,47.3,5.6,33374,83.8,18.96588432505858,0.08717230847708665,winter,105.07354838709676,667415.0
348,2019-01-15,192.02,145.62,159.06,7.5,12.1,3.7,4.8,0.0,0.608,48.1,5.3,38230,87.05,18.44750615352175,0.7876227151728967,winter,105.08612903225806,667421.0
349,2019-01-16,190.29,146.36,162.0,3.3,7.5,1.3,5.0,0.0,0.633,42.0,0.2,36481,93.47,27.41624683175235,1.4339752137145716,winter,105.09870967741935,667427.0
350,2019-01-17,190.62,145.95,161.14,5.0,8.7,2.1,4.6,0.0,0.591,44.8,2.4,38416,91.6,23.47670994810494,1.2840232416943027,winter,105.11129032258064,667432.0
351,2019-01-18,192.89,146.36,157.9,6.3,11.6,1.0,2.9,0.0,0.659,45.9,4.7,39131,86.66,20.902414542277302,0.040903023149505204,winter,105.12387096774194,667438.0
352,2019-01-19,181.87,142.17,158.5,9.4,13.6,2.5,2.9,0.0,0.764,50.1,8.5,41814,79.6,14.483479772114162,-0.6570132495164943,winter,105.13645161290323,667444.0
353,2019-01-20,183.54,99.68,151.87,7.6,11.7,2.9,6.1,0.0,0.6679999999999999,48.0,4.9,37833,84.96,18.678676576444925,1.0025941070727664,winter,105.14903225806451,667450.0
354,2019-01-21,190.33,142.64,162.12,5.6,9.9,2.6,5.1,0.0,0.607,45.5,2.8,38791,88.0,22.48793453867523,1.3259911524431107,winter,105.1616129032258,667456.0
355,2019-01-22,191.35,142.51,159.34,7.7,13.0,3.8,4.1,0.0,0.5870000000000001,48.5,5.8,36568,86.77,17.809386182254173,0.6359071190287405,winter,105.1741935483871,667462.0
356,2019-01-23,189.0,131.17,159.2,8.4,14.0,3.3,4.1,0.0,0.574,49.5,6.7,35404,86.03,16.301073004115562,0.4802754032587723,winter,105.18677419354839,667468.0
357,2019-01-24,190.28,144.51,161.19,7.0,13.3,3.7,3.8,0.0,0.579,47.7,5.1,37542,85.09,19.070352616247753,0.7712440640097734,winter,105.19935483870968,667474.0
358,2019-01-25,187.64,141.19,161.04,6.4,12.8,3.0,4.8,0.0,0.606,46.6,3.9,38350,87.41,20.75863327664115,1.0674508763114614,winter,105.21193548387096,667480.0
359,2019-01-26,193.46,144.19,158.62,3.9,7.2,1.5,6.2,0.0,0.524,43.9,0.5,39468,89.98,25.609029186141644,2.3213263395157324,winter,105.22451612903225,667486.0
360,2019-01-27,181.53,139.31,154.61,5.6,11.0,1.5,3.5,0.0,0.607,45.5,3.6,36182,84.16,22.078311013328015,0.7308207894978839,winter,105.23709677419355,667492.0
361,2019-01-28,191.86,110.86,159.11,7.6,11.4,2.0,4.9,0.0,0.595,48.5,5.4,37355,87.08,18.06030971608233,0.9518571801004183,winter,105.24967741935484,667498.0
362,2019-01-29,189.75,133.91,163.04,6.0,9.8,1.4,2.7,0.0,0.6559999999999999,45.6,4.5,37696,84.98,21.360567031290092,0.052043522761943996,winter,105.26225806451613,667504.0
363,2019-01-30,182.75,109.43,155.18,8.3,11.8,6.1,2.4,0.0,0.703,48.7,7.2,29980,82.15,16.670933523161036,-0.3873324737723996,winter,105.27483870967741,667510.0
364,2019-01-31,194.05,110.62,156.54,5.2,8.2,2.0,4.9,0.6,0.816,43.1,2.5,34672,91.6,24.565280798997435,0.08066571757540904,winter,105.2874193548387,667516.0
365,2019-02-01,159.88,116.4,133.5,4.5,8.4,2.2,5.6,0.0,0.6,44.0,1.3,39011,87.95,24.850264602463028,1.6802156089498246,winter,105.3,667522.0
366,2019-02-02,168.75,110.92,136.94,8.5,13.7,-0.3,3.5,0.0,0.636,49.4,7.1,44633,79.2,16.12261990169153,0.10007643221341396,winter,105.29321428571428,667543.0
367,2019-02-03,166.91,61.72,134.62,13.5,18.3,8.7,6.4,0.6,0.8759999999999999,56.4,12.2,43357,73.06,6.132751171587497,-0.11495491335759218,winter,105.28642857142857,667565.0
368,2019-02-04,169.52,114.13,131.18,7.4,11.9,1.8,4.3,0.0,0.542,48.5,5.4,32113,78.3,18.152533258391422,0.9885869392985362,winter,105.27964285714286,667586.0
369,2019-02-05,142.88,53.16,121.25,8.9,13.4,2.3,2.5,0.0,0.586,50.1,7.9,37614,73.45,15.021256271897307,-0.11881107931227115,winter,105.27285714285713,667607.0
370,2019-02-06,160.1,61.72,129.16,11.9,16.2,7.3,2.0,0.0,0.701,54.1,11.5,41568,72.49,8.895780017033749,-0.7780677015902694,winter,105.26607142857142,667629.0
371,2019-02-07,166.84,125.04,136.11,8.3,13.7,1.5,4.3,0.1,0.7609999999999999,48.6,6.2,39585,85.25,17.25543336124917,0.29238156993545034,winter,105.25928571428571,667650.0
372,2019-02-08,165.46,124.76,139.99,4.2,9.3,0.9,4.1,0.0,0.61,43.5,1.5,38660,85.17,25.248546191610448,1.2652731071422838,winter,105.2525,667672.0
373,2019-02-09,164.0,122.58,140.41,3.5,7.9,0.5,4.9,0.0,0.6579999999999999,42.0,0.3,37848,89.63,27.27282034877486,1.3228491591482938,winter,105.24571428571429,667693.0
374,2019-02-10,166.69,126.75,142.92,3.5,6.9,1.1,3.6,0.0,0.618,42.5,1.0,37884,84.03,26.55204760707546,1.1233196414396387,winter,105.23892857142857,667714.0
375,2019-02-11,164.14,125.04,141.05,3.9,7.7,1.9,4.9,0.0,0.639,42.8,0.8,39334,90.72,26.252595109581726,1.391399443700753,winter,105.23214285714286,667736.0
376,2019-02-12,169.2,125.04,137.83,5.5,10.0,1.1,3.0,0.0,0.539,45.7,3.7,38727,85.78,21.928278981005924,0.8032871936761593,winter,105.22535714285713,667757.0
377,2019-02-13,169.54,125.04,136.21,6.9,12.0,3.8,3.6,0.0,0.5329999999999999,47.9,5.0,38239,87.79,19.02272646526247,0.9925030589243519,winter,105.21857142857142,667778.0
378,2019-02-14,163.19,120.66,132.76,5.8,9.6,3.4,2.9,0.0,0.578,45.9,4.1,38957,88.15,21.440191042060448,0.5791051933537292,winter,105.21178571428571,667800.0
379,2019-02-15,167.55,125.04,135.95,6.7,10.7,3.4,3.0,0.0,0.75,46.0,5.1,39464,87.68,20.440685263581386,-0.2658927667456639,winter,105.205,667821.0
380,2019-02-16,160.64,113.9,135.76,4.9,8.1,2.1,5.4,0.0,0.662,44.0,1.8,40228,87.13,24.40980281450283,1.2347746137128137,winter,105.19821428571429,667842.0
381,2019-02-17,161.83,120.63,135.17,4.7,9.6,2.0,4.3,0.0,0.6409999999999999,43.9,2.1,38965,84.73,24.42088796621084,0.9840665768327913,winter,105.19142857142857,667864.0
382,2019-02-18,168.05,125.04,137.37,7.2,10.8,3.0,2.5,0.0,0.715,47.1,5.9,39079,84.23,19.00332813701615,-0.24614951797567694,winter,105.18464285714286,667885.0
383,2019-02-19,169.4,116.8,133.36,10.2,17.1,5.8,4.5,1.1,0.878,51.0,8.5,37677,82.39,13.462351720240733,-0.22569209654582673,winter,105.17785714285714,667906.0
384,2019-02-20,169.47,125.04,136.44,7.4,11.9,4.8,3.2,0.0,0.701,47.3,5.7,39193,82.82,18.86856961323563,-0.005588866490126711,winter,105.17107142857142,667928.0
385,2019-02-21,161.36,125.04,138.76,7.6,12.1,5.2,3.1,0.0,0.6459999999999999,48.0,6.0,39620,83.36,18.11544422909251,0.18423485802307624,winter,105.16428571428571,667949.0
386,2019-02-22,169.54,124.51,136.38,8.6,13.2,6.2,2.8,0.1,0.722,49.0,7.4,41071,82.92,16.212781034148243,-0.3984729733848412,winter,105.1575,667970.0
387,2019-02-23,161.67,121.11,141.01,9.4,14.4,4.4,3.4,0.0,0.648,50.5,8.0,42118,77.61,14.4496127498397,-0.028036132780993896,winter,105.15071428571429,667992.0
388,2019-02-24,165.33,89.7,133.31,11.3,14.1,7.7,2.9,0.0,0.545,53.6,10.4,40910,77.16,10.098035148334036,-0.1707637248146376,winter,105.14392857142857,668013.0
389,2019-02-25,169.01,116.84,141.62,9.7,15.3,4.4,3.7,0.0,0.599,51.1,8.2,40214,80.1,13.774048966614552,0.15357009752762216,winter,105.13714285714286,668035.0
390,2019-02-26,168.62,129.77,142.52,9.5,16.7,5.6,3.2,0.0,0.499,51.3,8.2,41882,81.53,13.721331646115416,0.31879767667310455,winter,105.13035714285714,668056.0
391,2019-02-27,167.08,121.24,140.02,10.7,12.6,8.7,2.6,0.1,0.74,52.3,9.9,40431,81.95,11.572836086856855,-0.5238288000373955,winter,105.12357142857142,668077.0
392,2019-02-28,165.83,113.07,135.37,10.5,14.8,8.0,3.5,0.1,0.7170000000000001,52.0,9.3,40991,80.93,12.189688567388703,-0.23346799855140007,winter,105.11678571428571,668099.0
393,2019-03-01,168.66,123.69,142.02,9.5,14.6,6.3,3.4,0.0,0.596,50.9,8.1,46664,79.3,14.062416312400284,0.13619833214652827,winter,105.11,668120.0
394,2019-03-02,169.58,91.06,130.13,10.5,14.2,6.2,2.4,0.0,0.677,52.2,9.8,34983,77.48,11.788733001238462,-0.47695165544480084,winter,105.12451612903226,668137.0
395,2019-03-03,154.97,93.03,127.65,11.6,13.9,9.4,3.0,0.2,0.7659999999999999,53.5,10.8,32750,75.37,9.827358503600905,-0.5876924550581163,winter,105.13903225806452,668154.0
396,2019-03-04,169.3,123.32,133.49,10.3,15.7,8.2,4.2,0.1,0.703,51.5,8.7,32990,80.49,12.951481910728797,-0.07160501701277673,winter,105.15354838709678,668171.0
397,2019-03-05,169.66,123.8,133.66,10.9,15.0,6.4,2.2,0.0,0.5820000000000001,53.1,10.2,30614,78.36,10.747240271309614,-0.26975616555050463,winter,105.16806451612904,668188.0
398,2019-03-06,169.37,123.8,134.74,10.4,14.2,7.8,4.0,0.3,0.7829999999999999,51.6,9.0,29319,79.71,12.679290886164925,-0.2489098727426129,winter,105.1825806451613,668205.0
399,2019-03-07,165.81,123.54,134.71,8.4,14.0,6.0,5.4,0.0,0.6559999999999999,49.0,6.1,35602,84.43,16.97064280514656,0.6054086255992746,winter,105.19709677419355,668222.0
400,2019-03-08,169.37,123.8,132.78,8.6,14.6,3.4,2.3,0.0,0.64,49.3,7.7,38765,81.18,15.841760917930685,-0.42891512956825206,winter,105.21161290322581,668239.0
401,2019-03-09,131.04,117.21,126.69,10.9,16.1,4.1,3.1,0.3,0.737,52.5,10.0,37383,74.57,11.284468741071121,-0.5064570346563001,winter,105.22612903225806,668256.0
402,2019-03-10,134.95,108.89,126.03,11.5,14.2,8.8,4.4,1.0,0.9109999999999999,52.9,10.0,34337,74.93,10.717916388527373,-0.35965067235592774,winter,105.24064516129032,668273.0
403,2019-03-11,165.54,123.8,133.41,10.4,15.0,6.3,4.7,0.1,0.691,51.9,8.7,34769,79.97,12.615488413957781,0.16702574328289754,winter,105.25516129032258,668290.0
404,2019-03-12,168.41,118.09,130.22,10.4,15.4,2.4,5.5,0.0,0.653,51.8,8.5,32781,78.78,12.790364726698703,0.2515694240455176,winter,105.26967741935484,668307.0
405,2019-03-13,163.47,123.8,143.1,7.7,12.1,-0.1,5.0,0.0,0.461,49.3,5.4,31672,84.49,17.434434493694845,1.447483580290824,winter,105.2841935483871,668324.0
406,2019-03-14,168.8,123.8,139.75,9.0,13.3,2.7,2.8,0.0,0.489,50.6,7.8,36805,83.09,14.663995284390573,0.25846488632524095,winter,105.29870967741935,668341.0
407,2019-03-15,182.9,114.23,150.07,10.1,15.9,4.5,5.3,0.0,0.639,51.8,8.4,39531,81.55,12.979902980830746,0.38106035821085205,winter,105.31322580645161,668358.0
408,2019-03-16,172.69,127.13,152.46,8.9,13.7,4.8,4.1,0.0,0.581,50.2,7.2,40036,79.1,15.307206425171998,0.46621189823849,winter,105.32774193548387,668375.0
409,2019-03-17,163.14,120.66,145.13,11.7,17.2,7.1,3.7,0.0,0.575,54.0,10.6,38697,77.48,9.521300456762578,-0.13602019405245055,winter,105.34225806451613,668393.0
410,2019-03-18,178.86,117.41,151.62,10.4,15.0,4.5,1.6,0.2,0.701,51.8,10.0,37171,79.39,12.022320616672676,-0.8643750064767842,winter,105.35677419354839,668410.0
411,2019-03-19,174.06,118.34,150.87,12.3,17.9,7.7,2.7,0.0,0.703,54.4,11.7,34282,76.91,8.39151575686641,-0.8075730808017686,winter,105.37129032258065,668427.0
412,2019-03-20,180.31,117.47,151.11,14.5,21.2,6.3,4.0,0.7,0.774,58.1,13.9,26842,73.5,3.5691861348092027,-0.4711092610541859,winter,105.38580645161291,668444.0
413,2019-03-21,168.85,114.17,147.59,12.3,19.9,6.9,5.4,0.0,0.8390000000000001,54.7,10.7,42740,76.61,8.686133869338072,0.12913660280081962,winter,105.40032258064517,668461.0
414,2019-03-22,167.19,125.66,152.1,8.4,15.3,5.4,4.9,0.0,0.625,49.3,6.1,42372,82.27,16.75323151093421,0.798155355520323,winter,105.41483870967743,668478.0
415,2019-03-23,174.46,117.71,149.78,8.6,13.6,4.7,5.1,0.0,0.484,50.4,6.4,42440,82.29,15.710224401174623,1.2449747199282624,winter,105.42935483870968,668495.0
416,2019-03-24,170.95,114.91,147.13,7.2,11.5,2.0,2.8,0.0,0.5539999999999999,48.0,5.8,39850,79.88,18.402297195047495,0.40648696715562826,winter,105.44387096774194,668512.0
417,2019-03-25,176.15,117.6,150.11,9.1,12.9,4.6,1.9,0.0,0.585,50.6,8.4,41353,80.02,14.310665869225616,-0.20627776548274018,winter,105.45838709677419,668529.0
418,2019-03-26,171.49,120.48,143.25,13.7,21.4,4.4,3.4,0.0,0.657,56.6,13.1,39397,77.48,5.434760300454552,-0.6927535109217269,winter,105.47290322580645,668546.0
419,2019-03-27,171.97,114.79,139.69,14.6,21.3,5.0,3.5,0.0,0.642,58.1,14.2,38977,72.94,3.3694655416494523,-0.7126630267577059,winter,105.4874193548387,668563.0
420,2019-03-28,178.56,114.12,148.23,14.6,18.4,11.7,2.1,0.0,0.797,58.2,14.4,42208,73.05,3.1945892289085305,-0.7972067075203296,winter,105.50193548387097,668580.0
421,2019-03-29,179.08,115.26,149.46,14.3,19.6,9.8,1.9,0.0,0.69,57.6,14.1,42321,72.72,3.9213559528020796,-0.9044166424607888,winter,105.51645161290323,668597.0
422,2019-03-30,168.35,109.51,149.03,12.0,19.9,7.2,4.8,0.0,0.5760000000000001,54.5,10.5,42713,79.13,9.07181592694675,0.2045260123869387,winter,105.53096774193548,668614.0
423,2019-03-31,168.35,117.66,149.14,7.9,11.1,5.7,5.9,0.0,0.419,50.0,5.4,38536,81.4,16.83491793155693,1.8604961909084874,winter,105.54548387096774,668631.0
424,2019-04-01,217.93,134.52,147.73,9.5,13.9,5.1,4.4,0.0,0.467,51.7,7.8,40789,80.91,13.636261683172547,0.8733784980404594,cs,105.56,668648.0
425,2019-04-02,179.62,127.09,148.66,10.9,16.9,6.4,3.2,0.0,0.532,53.0,9.9,39555,81.04,10.973319524718937,-0.11081618941972893,cs,105.57566666666666,668671.0
426,2019-04-03,218.06,119.83,147.43,10.5,15.6,6.0,3.1,0.0,0.39899999999999997,53.0,9.4,40565,81.98,11.41378131267913,0.334624805817281,cs,105.59133333333334,668693.0
427,2019-04-04,181.52,122.51,145.53,10.7,16.6,2.0,2.8,0.0,0.478,53.2,9.8,41945,77.88,10.971805144888194,0.12880768509391624,cs,105.607,668716.0
428,2019-04-05,160.92,136.04,146.23,13.8,20.7,6.6,3.0,0.0,0.679,57.0,13.4,47600,75.43,4.94515798167833,-0.6773116367305148,cs,105.62266666666667,668739.0
429,2019-04-06,165.45,115.83,146.13,13.7,19.9,8.4,2.3,0.0,0.779,56.7,13.4,43855,72.17,5.208681047045228,-0.8516934870525024,cs,105.63833333333334,668761.0
430,2019-04-07,165.8,125.14,142.17,15.2,20.7,11.1,3.1,0.1,0.828,59.0,14.9,41462,68.16,2.0821404474063057,-0.7653861821659935,cs,105.654,668784.0
431,2019-04-08,182.16,120.05,145.95,14.4,19.1,9.7,2.0,0.0,0.8,57.8,14.2,41938,71.92,3.6791003781709004,-0.8686799974806386,cs,105.66966666666667,668807.0
432,2019-04-09,221.96,123.01,151.2,15.0,19.0,10.0,4.9,1.1,0.7490000000000001,58.8,14.2,31036,73.71,2.677725437202448,-0.3363801753381662,cs,105.68533333333333,668829.0
433,2019-04-10,224.71,127.39,153.01,11.2,16.4,8.9,4.4,0.2,0.888,52.5,9.6,47197,78.43,11.350945190281088,-0.2639664919808674,cs,105.70100000000001,668852.0
434,2019-04-11,217.69,126.61,150.53,11.4,14.9,8.9,2.4,0.0,0.76,53.3,10.8,43986,76.96,10.064522908718235,-0.6794605158073643,cs,105.71666666666667,668875.0
435,2019-04-12,180.36,136.8,146.84,12.8,17.0,8.1,2.7,0.0,0.609,55.4,12.2,44903,77.04,7.180237883710496,-0.6288898559010049,cs,105.73233333333333,668897.0
436,2019-04-13,176.47,129.7,156.28,13.3,17.0,7.8,2.0,0.0,0.5660000000000001,56.2,13.0,45553,74.11,5.960292051357606,-0.801893337052064,cs,105.748,668920.0
437,2019-04-14,181.61,127.21,147.16,14.0,19.3,8.4,2.8,0.0,0.6859999999999999,57.3,13.6,39312,73.36,4.533117263820085,-0.6700872567438932,cs,105.76366666666667,668943.0
